"Sample","Experiment","Condition","Cluster","Count","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"Unstained","Test","test","V7_10-B3_00-R7_00",585,241.235488891602,226.847030639648,276.557922363281,293.260925292969,466.068725585938,443.926544189453,792.295349121094,409.648498535156,346.097808837891,343.199279785156,125.005027770996,116.387924194336,102.864112854004,104.535217285156,72.1370391845703,47.2852783203125,203.478973388672,223.700653076172,0,145.692306518555,166.548416137695,134.155166625977,102.276191711426,68.9670562744141,69.9522857666016,54.3362045288086,28.9351482391357,43.1431503295898,60.1912612915039,48.0611381530762,28.1762886047363,41.8620986938477,11.9621028900146,40.3649978637695,21.9640140533447,41.5978622436523,0,37.1712036132812
"Unstained","Test","test","V6_10-B3_06-R7_00",559,247.994247436523,218.898025512695,301.920562744141,301.307922363281,498.994964599609,768.31396484375,632.100952148438,461.681762695312,386.4482421875,383.787811279297,170.038299560547,119.62272644043,139.704116821289,99.8163909912109,70.1132888793945,47.6760673522949,272.649871826172,300.037017822266,381.320648193359,189.940139770508,208.690780639648,148.086654663086,102.127319335938,83.4824752807617,76.54736328125,61.3425178527832,38.0909538269043,41.2941589355469,48.8240814208984,36.9542846679688,17.3342609405518,31.6846160888672,36.1435585021973,45.629997253418,25.441650390625,43.0675277709961,0,13.7238054275513
"Unstained","Test","test","V8_10-B3_06-R7_00",540,263.103958129883,243.312805175781,330.699951171875,328.563873291016,531.490600585938,478.687072753906,640.583343505859,797.919250488281,400.517791748047,389.033508300781,175.052925109863,141.134117126465,119.975414276123,112.170551300049,95.2470092773438,49.6951351165771,264.582427978516,293.906188964844,395.005645751953,203.073905944824,230.061363220215,167.067398071289,143.104782104492,98.8252029418945,52.0937042236328,56.6467971801758,24.6717567443848,24.4135456085205,35.9504108428955,54.1287689208984,25.9689292907715,36.1012592315674,34.9859371185303,49.5949993133545,28.9497909545898,26.4219913482666,0,43.8792533874512
"Unstained","Test","test","V6_10-B3_04-R7_00",521,238.246047973633,220.233993530273,323.669372558594,320.581756591797,501.976226806641,776.208068847656,614.94189453125,448.576141357422,378.086151123047,388.377807617188,181.902969360352,124.345527648926,130.412322998047,105.71492767334,72.5940170288086,62.2003326416016,225.216278076172,257.420257568359,236.140640258789,197.413436889648,191.025421142578,148.012939453125,104.285987854004,79.1203308105469,74.4725112915039,54.9324836730957,27.9566650390625,31.9807167053223,38.9633979797363,44.1531715393066,21.9437465667725,18.6907234191895,20.3227138519287,31.9799995422363,36.1186027526855,31.3102188110352,0,37.4173698425293
"Unstained","Test","test","V5_10-B3_08-R7_00",502,266.060913085938,225.577857971191,303.168991088867,315.552398681641,762.968078613281,481.771728515625,603.221893310547,461.843978881836,398.16178894043,373.591506958008,163.876541137695,139.54906463623,104.729015350342,121.608215332031,79.8403625488281,49.923095703125,288.037796020508,313.121109008789,518.393768310547,215.467735290527,211.235786437988,161.170471191406,116.605278015137,86.3404350280762,66.1730842590332,53.7399215698242,27.8518266677856,26.6734237670898,50.8099136352539,56.1513137817383,24.5406398773193,48.5830764770508,35.2753410339355,37.4074993133545,41.518087387085,34.1536979675293,0,22.1242513656616
"Unstained","Test","test","V7_10-B3_10-R7_04",498,277.466293334961,217.595458984375,300.475036621094,290.567779541016,567.928070068359,555.007659912109,850.150482177734,528.475128173828,416.545135498047,442.965759277344,204.026298522949,140.260719299316,116.998111724854,120.297428131104,82.5169410705566,46.6014022827148,387.723068237305,425.943405151367,735.940673828125,285.058197021484,270.444686889648,202.559547424316,134.432891845703,110.069011688232,91.1084098815918,57.3548812866211,37.4968757629395,53.8604583740234,57.4521827697754,48.9867076873779,46.45192527771,33.9569454193115,25.6606407165527,35.2624988555908,34.4407958984375,30.5114889144897,242.78572845459,30.1554470062256
"Unstained","Test","test","V8_10-B3_04-R7_00",496,246.661994934082,232.825469970703,334.445205688477,328.726104736328,512.11247253418,490.229690551758,634.529113769531,808.040435791016,395.108978271484,388.640090942383,169.317253112793,122.825172424316,120.335308074951,104.600757598877,93.7455101013184,57.6411457061768,245.79573059082,276.896865844727,247.334075927734,199.892204284668,202.777366638184,158.443145751953,112.809001922607,95.7416152954102,81.8456611633301,57.8766269683838,45.6392555236816,21.6400566101074,38.0047206878662,59.9907207489014,44.3094882965088,33.2848472595215,18.2647171020508,37.5699996948242,43.0738716125488,34.6329364776611,0,49.7257175445557
"Unstained","Test","test","V8_10-B3_06-R7_02",476,265.735977172852,226.847030639648,344.36686706543,329.796859741211,556.400573730469,526.117950439453,688.661071777344,840.577453613281,434.364349365234,427.556549072266,179.903671264648,151.582496643066,136.857688903809,144.415901184082,102.885047912598,76.8222961425781,296.441375732422,351.850036621094,415.421569824219,236.074806213379,259.590957641602,154.204719543457,139.19686126709,101.758373260498,86.5881881713867,78.8210372924805,43.1581020355225,50.0597515106201,54.9185333251953,46.792760848999,42.4592018127441,36.805362701416,44.0539817810059,52.3249969482422,44.4466228485107,45.6554126739502,73.7082977294922,42.2176246643066
"Unstained","Test","test","V7_10-B3_08-R7_06",461,244.289932250977,227.181015014648,288.253662109375,287.550170898438,519.068725585938,501.705963134766,801.554748535156,487.179382324219,404.300628662109,409.229431152344,170.103851318359,131.656158447266,118.830299377441,130.882034301758,76.4456787109375,74.7055282592773,316.871459960938,335.775299072266,555.135009765625,220.425277709961,230.547912597656,159.290817260742,113.292839050293,98.0731048583984,75.8804473876953,50.3112983703613,29.9835224151611,44.9236602783203,48.0708351135254,45.181583404541,21.8788242340088,14.8501634597778,29.0048847198486,41.5349998474121,23.0622158050537,33.8661575317383,385.286376953125,25.9090671539307
"Unstained","Test","test","V5_10-B3_02-R7_00",457,258.912231445312,221.636764526367,306.52001953125,328.953216552734,766.843688964844,433.776977539062,603.934143066406,412.308563232422,350.477966308594,346.281127929688,136.935241699219,124.669006347656,96.8440780639648,100.99609375,77.3596343994141,47.0898857116699,207.886199951172,235.513732910156,89.8450012207031,174.4755859375,163.92854309082,129.142776489258,124.979423522949,67.7637023925781,82.1050186157227,74.2371139526367,27.9566650390625,15.7506742477417,35.2656402587891,41.6164207458496,22.6578922271729,22.6592998504639,15.5635967254639,18.7849998474121,17.2661552429199,30.0961494445801,0,36.8634948730469
"Unstained","Test","test","V7_10-B3_00-R7_02",435,227.977935791016,218.49723815918,307.571319580078,301.243011474609,482.564971923828,446.381011962891,813.404174804688,450.717163085938,353.066223144531,363.854187011719,130.445724487305,130.426940917969,106.332176208496,99.2920761108398,82.8433532714844,37.3202018737793,208.633178710938,235.887557983398,0,178.249237060547,189.67805480957,119.41283416748,102.425064086914,75.5102767944336,76.6955718994141,65.4419555664062,7.1988410949707,39.1712417602539,39.5796928405762,38.5311813354492,39.2130851745605,40.5179023742676,32.4777526855469,38.1549987792969,31.7257976531982,22.9395275115967,71.5883026123047,33.1709899902344
"Unstained","Test","test","V8_10-B3_04-R7_02",417,265.021118164062,238.002334594727,321.763885498047,352.120788574219,539.871215820312,506.150543212891,653.468811035156,853.812866210938,395.208526611328,399.852752685547,176.068954467773,130.426940917969,122.821846008301,130.685409545898,107.128402709961,65.7174224853516,244.712600708008,280.896850585938,262.915649414062,199.781219482422,213.93049621582,141.968597412109,126.691467285156,98.7499923706055,88.7741928100586,72.8209457397461,48.7843780517578,44.1018867492676,38.6894912719727,44.9758987426758,38.2392501831055,30.91650390625,53.3149642944336,39.5199966430664,28.4922065734863,36.9971771240234,81.9117660522461,23.0781478881836
"Unstained","Test","test","V5_10-B3_04-R7_04",395,260.601928710938,228.516983032227,324.917785644531,347.058959960938,803.413696289062,480.677185058594,625.107788085938,447.667816162109,362.490173339844,399.328186035156,163.089935302734,115.870361328125,109.603935241699,129.70231628418,106.606140136719,51.9095993041992,214.833160400391,275.812744140625,240.00813293457,170.627960205078,201.953979492188,152.951629638672,82.3271255493164,110.933921813965,70.4710006713867,46.8081436157227,22.9943561553955,37.3222503662109,45.9480514526367,34.8974609375,39.8623085021973,30.1483917236328,18.5219669342041,49.3999977111816,23.4892921447754,26.0066509246826,223.060546875,9.78513526916504
"Unstained","Test","test","V5_10-B3_08-R7_02",394,244.972305297852,232.79207611084,309.706787109375,327.201065063477,797.815582275391,499.682693481445,633.395965576172,500.739166259766,419.000671386719,433.490737915039,162.565536499023,126.965709686279,114.969619750977,127.637828826904,102.558631896973,67.2480049133301,282.061904907227,319.663146972656,552.085662841797,189.12621307373,222.688331604004,137.140480041504,135.288917541504,98.8252029418945,74.4354553222656,78.448356628418,37.3920383453369,54.1343822479248,65.4639892578125,31.1608943939209,56.1578102111816,37.3494396209717,13.3126635551453,54.7949981689453,25.5026607513428,31.533863067627,75.3059730529785,27.2629861831665
"Unstained","Test","test","V5_10-B3_06-R7_04",390,280.163299560547,238.469932556152,320.252639770508,347.67546081543,808.051208496094,508.47233581543,648.515350341797,475.501083374023,385.485931396484,430.638397216797,177.871597290039,146.309783935547,127.042415618896,125.802730560303,100.959217071533,59.2694282531738,269.251098632812,271.887512207031,403.447204589844,225.160820007324,204.648704528809,159.364540100098,132.162574768066,98.5995750427246,72.2864990234375,81.2061614990234,32.5345697402954,25.7146873474121,44.1334095001221,28.6584243774414,31.2925605773926,36.0052452087402,38.5231170654297,44.4924983978271,34.9898948669434,49.1698246002197,229.604881286621,23.8474197387695
"Unstained","Test","test","V7_10-B3_02-R7_06",389,223.298797607422,226.980621337891,279.251892089844,296.9599609375,485.148712158203,483.065307617188,801.684265136719,429.696228027344,374.104187011719,374.804565429688,164.073196411133,145.565780639648,120.531616210938,108.53311920166,85.1935195922852,58.0319328308105,226.560852050781,249.046417236328,107.471878051758,197.117462158203,183.7646484375,132.902069091797,95.2791290283203,72.2762680053711,62.6161880493164,74.8333969116211,30.8921146392822,16.7778911590576,17.7355365753174,42.5077095031738,40.0570755004883,40.0698356628418,23.795581817627,27.689998626709,59.8519401550293,21.9810523986816,386.023773193359,24.5551490783691
"Unstained","Test","test","V6_10-B3_04-R7_02",387,274.574340820312,244.748962402344,322.486663818359,307.083587646484,509.197479248047,798.828979492188,638.381774902344,487.438903808594,402.243286132812,381.230560302734,178.03547668457,148.088912963867,108.556976318359,114.628273010254,91.6564712524414,53.8635368347168,219.688568115234,262.205291748047,237.628143310547,202.370971679688,217.59831237793,137.840744018555,126.244850158691,102.28483581543,78.6222229003906,38.9819412231445,29.3544979095459,16.1615619659424,55.6033020019531,51.8319816589355,43.7576484680176,40.3258743286133,39.0376167297363,64.0249938964844,44.1720733642578,13.8659543991089,77.6103210449219,11.3852195739746
"Unstained","Test","test","V8_10-B3_08-R7_00",384,252.868347167969,220.334190368652,276.722198486328,302.962738037109,511.979965209961,489.101959228516,629.510864257812,773.297485351562,401.811920166016,403.032943725586,166.596893310547,138.158096313477,104.238250732422,112.563785552979,95.8671913146973,60.1161327362061,311.978698730469,307.737945556641,532.450653076172,181.430938720703,203.114204406738,151.071975708008,121.853076934814,83.1440353393555,92.590446472168,61.3425178527832,29.6690101623535,38.5206718444824,30.9515933990479,61.2590961456299,27.1699924468994,24.8676223754883,35.0180931091309,37.3099975585938,26.0822668075562,29.5210647583008,0,48.7410507202148
"Unstained","Test","test","V6_10-B3_08-R7_00",380,244.67985534668,213.320365905762,297.025451660156,306.8564453125,519.896850585938,759.955535888672,602.736267089844,473.976409912109,389.866073608398,404.934509277344,167.252403259277,127.64501953125,123.934242248535,100.209621429443,88.1312255859375,25.0755271911621,276.272750854492,269.719299316406,511.514083862305,209.363311767578,224.896492004395,181.109466552734,134.879524230957,77.2400932312012,72.9904708862305,42.3360252380371,28.236231803894,33.5557842254639,22.1523017883301,52.3461894989014,19.6065425872803,32.6767597198486,29.6480093002319,47.254997253418,29.4683856964111,35.7511596679688,0,35.8788261413574
"Unstained","Test","test","V6_10-B3_06-R7_02",374,278.116195678711,223.006126403809,295.777038574219,344.365814208984,541.129974365234,821.483001708984,651.040618896484,510.665725708008,391.425674438477,410.475280761719,190.490097045898,137.284706115723,110.91263961792,108.598655700684,76.4783210754395,43.3122749328613,270.072784423828,305.457580566406,397.162521362305,197.265449523926,215.128150939941,156.60034942627,118.019580841064,80.6997299194336,84.031665802002,90.7839431762695,27.502368927002,14.9288997650146,20.5773305892944,42.2334671020508,34.0842208862305,42.3741722106934,23.6669569015503,44.6874980926514,31.8783264160156,37.8278579711914,74.6300354003906,37.663537979126
"Unstained","Test","test","V5_10-B3_02-R7_02",349,256.117736816406,256.705871582031,341.212951660156,323.826507568359,811.098693847656,477.559356689453,606.977478027344,428.917694091797,373.374176025391,370.870300292969,139.557266235352,117.034889221191,100.115837097168,140.254150390625,69.0687713623047,38.8182182312012,206.691024780273,252.709976196289,93.4150009155273,154.571472167969,205.546936035156,139.757247924805,109.719871520996,68.4405899047852,82.4014205932617,50.6839752197266,36.4135551452637,30.4741306304932,50.8783912658691,21.1852951049805,35.7722015380859,24.4515609741211,16.1424083709717,53.2349967956543,18.669412612915,40.8310813903809,74.8451080322266,25.6013584136963
"Unstained","Test","test","V8_10-B3_06-R7_04",330,281.398071289062,254.701919555664,335.233673095703,395.762725830078,538.711853027344,534.774932861328,670.951629638672,828.217926025391,412.729095458984,425.195983886719,189.867362976074,176.619819641113,117.063545227051,152.70662689209,139.50846862793,97.7945556640625,279.59684753418,318.579055786133,408.950942993164,238.405578613281,244.919731140137,147.607536315918,136.666000366211,109.279312133789,84.1057662963867,82.6596031188965,50.7762928009033,22.6672744750977,66.4911422729492,48.9524269104004,58.1379413604736,45.3506050109863,45.5653228759766,41.4374980926514,47.3141460418701,41.6617622375488,229.78923034668,33.5094699859619
"Unstained","Test","test","V6_10-B3_08-R7_02",303,238.181060791016,220.634780883789,293.970123291016,297.868469238281,513.503723144531,786.888305664062,622.971008300781,478.874816894531,394.013946533203,413.163696289062,171.742614746094,136.314270019531,106.201309204102,88.2159271240234,91.264778137207,45.591869354248,330.914794921875,340.336029052734,537.508178710938,231.30224609375,235.188812255859,167.104263305664,120.14102935791,70.8472900390625,95.1469650268555,53.8889923095703,0,9.92977237701416,52.5903167724609,67.9437789916992,45.7053184509277,36.9333801269531,17.8145294189453,25.4799995422363,31.7257976531982,8.11509799957275,74.2306137084961,15.8162240982056
